time,pm_1,pm_25,pm_10,pm_4
2024-06-17 17:02:48,1.0,2.33,3.21,1.0
2024-06-17 17:02:50,1.0,1.98,2.82,1.0
2024-06-17 17:02:52,1.0,2.15,2.95,1.0
2024-06-17 17:02:55,1.0,2.14,2.93,1.0
2024-06-17 17:02:57,1.0,2.19,2.99,1.0
2024-06-17 17:03:00,1.0,2.01,2.85,1.0
2024-06-17 17:03:02,1.0,2.21,3.15,1.0
2024-06-17 17:03:04,1.0,2.13,3.13,1.0
2024-06-17 17:03:07,1.0,2.14,3.13,1.0
2024-06-17 17:03:09,1.0,2.06,3.05,1.0
2024-06-17 17:03:12,1.0,2.24,3.33,1.03
2024-06-17 17:03:14,1.03,2.17,3.31,1.09
2024-06-17 17:03:16,1.06,2.39,3.56,1.12
2024-06-17 17:03:19,1.08,2.55,3.24,1.14
2024-06-17 17:03:21,1.08,2.56,3.26,1.14
2024-06-17 17:03:24,1.12,2.41,3.65,1.19
2024-06-17 17:03:26,1.16,2.23,3.52,1.23
2024-06-17 17:03:28,1.18,2.4,3.72,1.25
2024-06-17 17:03:31,1.22,2.67,3.53,1.29
2024-06-17 17:03:33,1.21,2.6,3.44,1.28
2024-06-17 17:03:36,1.17,2.32,3.62,1.24
2024-06-17 17:03:38,1.18,2.34,3.64,1.24
2024-06-17 17:03:40,1.16,2.71,3.49,1.23
2024-06-17 17:03:43,1.16,2.69,3.48,1.22
2024-06-17 17:03:45,1.1,2.26,3.49,1.17
2024-06-17 17:03:48,1.08,2.57,3.27,1.14
2024-06-17 17:03:50,1.05,2.35,3.52,1.11
2024-06-17 17:03:52,1.08,2.58,3.28,1.14
2024-06-17 17:03:55,1.11,2.3,3.53,1.17
2024-06-17 17:03:57,1.09,2.16,3.37,1.15
2024-06-17 17:04:00,1.06,2.41,3.59,1.12
2024-06-17 17:04:02,1.03,2.19,3.34,1.09
2024-06-17 17:04:04,1.0,2.4,3.51,1.05
2024-06-17 17:04:07,1.0,2.16,3.23,1.02
2024-06-17 17:04:09,1.0,2.0,3.05,1.0
2024-06-17 17:04:12,1.0,2.42,3.46,1.0
2024-06-17 17:04:14,1.0,2.19,3.2,1.0
2024-06-17 17:04:16,1.0,2.02,3.0,1.0
2024-06-17 17:04:19,1.37,2.88,3.9,1.45
2024-06-17 17:04:21,1.54,2.69,3.9,1.62
2024-06-17 17:04:24,1.55,2.78,3.99,1.64
2024-06-17 17:04:26,1.54,2.75,3.97,1.63
2024-06-17 17:04:28,1.53,3.11,3.81,1.61
2024-06-17 17:04:31,1.49,2.84,4.0,1.58
2024-06-17 17:04:33,1.42,2.75,3.83,1.5
2024-06-17 17:04:36,1.37,2.85,3.87,1.45
2024-06-17 17:04:38,1.31,2.4,3.85,1.39
2024-06-17 17:04:40,1.25,2.43,3.32,1.32
2024-06-17 17:04:43,1.21,2.58,3.42,1.28
2024-06-17 17:04:45,1.14,2.52,3.28,1.2
2024-06-17 17:04:48,1.14,2.56,3.33,1.21
2024-06-17 17:04:50,1.26,2.54,3.45,1.34
2024-06-17 17:04:52,1.33,2.58,3.56,1.41
2024-06-17 17:04:55,1.34,2.65,3.64,1.42
2024-06-17 17:04:57,1.29,2.77,3.71,1.37
2024-06-17 17:05:00,1.24,2.31,3.69,1.31
2024-06-17 17:05:02,1.13,2.5,3.26,1.2
2024-06-17 17:05:04,1.07,2.49,3.18,1.13
2024-06-17 17:05:07,1.03,2.19,3.34,1.09
2024-06-17 17:05:09,1.0,2.27,3.35,1.03
2024-06-17 17:05:12,1.0,2.02,3.07,1.0
2024-06-17 17:05:14,1.0,1.99,2.97,1.0
2024-06-17 17:05:16,1.0,2.26,3.2,1.0
2024-06-17 17:05:19,1.0,2.07,2.99,1.0
2024-06-17 17:05:21,1.0,1.87,3.26,1.0
2024-06-17 17:05:24,1.0,2.33,3.21,1.0
