,Air measurement,Tree number_x,Air-tree ID,Distance_to_tree,objectid,lat,lon,Tree_within_d_(default: 20m),borough,gla_tree_group,tree_name,taxon_name,age,age_group,spread_m,height_m,diameter_at_breast_height_cm,gdb_geomattr_data,load_date,updated
9529,237,251,237_251,24.231926547475364,272564,51.46283649653206,-0.0133613049984074,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12464,237,256,237_256,29.426932977073108,272583,51.46308139711631,-0.0140129029750708,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11926,237,21,237_21,42.39470296881349,271275,51.46314699947838,-0.0141684040427194,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
7909,237,28,237_28,30.255930121396265,273030,51.46311609447008,-0.013406701385924,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11587,237,244,237_244,4.659609126482665,272556,51.462877400219575,-0.0136475041508207,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11655,237,341,237_341,9.094522951957966,276697,51.46295189857495,-0.0138026028871508,True,Lewisham,Ash,Ash,Fraxinus excelsior,1  Mature,Mature(31-80),,,,,20201127,20210218
10996,238,7,238_7,10.41106072033919,258480,51.46284359693537,-0.0137785002588338,True,Lewisham,Other,Lawson's Cypress,,1  Mature,Mature(31-80),,,,,20201127,20210218
12293,238,149,238_149,46.62784403002833,258002,51.46333419531594,-0.0135412067174208,True,Lewisham,Willow,Goat Willow,Salix caprea,1  Mature,Mature(31-80),,,,,20201127,20210218
11067,238,25,238_25,2.7139277715909538,273027,51.46291519701475,-0.0137610062955844,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
7910,238,28,238_28,30.520515438793886,273030,51.46311609447008,-0.013406701385924,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12018,238,22,238_22,44.79208773972842,271276,51.46318409591919,-0.0142388045787794,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11656,238,341,238_341,5.191829895979174,276697,51.46295189857495,-0.0138026028871508,True,Lewisham,Ash,Ash,Fraxinus excelsior,1  Mature,Mature(31-80),,,,,20201127,20210218
9366,238,249,238_249,19.56678373743679,272562,51.462963998317726,-0.0134565010666698,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9530,238,251,238_251,28.002042083545856,272564,51.46283649653206,-0.0133613049984074,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12655,238,131,238_131,49.8806369244303,254899,51.46315909922131,-0.0143551006912638,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9123,238,202,238_202,22.06371703649967,264773,51.46300869435071,-0.0134402066468953,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
12818,238,355,238_355,48.378026570567826,277383,51.46301629394297,-0.014418803155382,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
10192,238,246,238_246,21.244129597886904,272558,51.46282949298621,-0.0134768038987689,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10574,238,245,238_245,17.354850240053352,272557,51.46283949911598,-0.0135339051484677,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12465,238,256,238_256,25.429908971593253,272583,51.46308139711631,-0.0140129029750708,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9450,238,250,238_250,23.166254231254506,272563,51.46293609589353,-0.0134002044796416,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12113,238,129,238_129,43.75720480675973,254897,51.46308649331328,-0.0143150016665212,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8138,238,126,238_126,30.585555410951915,254813,51.46303369849931,-0.0133239030837962,True,Lewisham,Alder,Grey Alder,Alnus incana,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12748,238,164,238_164,48.96987262991052,260202,51.46298959851271,-0.0144344046712041,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,1  Mature,Mature(31-80),,,,,20201127,20210218
11505,238,223,238_223,25.638907110267052,265677,51.463127300143306,-0.0135358050464763,True,Lewisham,Maple,Norway Maple,Acer platanoides,1  Mature,Mature(31-80),,,,,20201127,20210218
9969,238,29,238_29,22.51244348204976,273206,51.46283799409871,-0.0134476050734041,True,Lewisham,Other,Black Mulberry,,Over  Mature,Veteran(over150),,,,,20201127,20210218
9036,238,127,238_127,26.066799581268295,254821,51.46303499490035,-0.0133959054945828,True,Lewisham,Alder,Grey Alder,Alnus incana,1  Mature,Mature(31-80),,,,,20201127,20210218
8228,238,253,238_253,35.45514921133604,272566,51.46315129846337,-0.0133620053528741,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9757,238,348,238_348,28.293054144682106,277368,51.46295289695273,-0.013327501714221,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11145,238,26,238_26,15.12703895343331,273028,51.46301069855695,-0.0135553032159717,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9679,238,347,238_347,23.235167899490296,277367,51.46286449581388,-0.0134177058934722,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
7817,238,27,238_27,31.508963944995894,273029,51.46309739351288,-0.0133644044398909,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12202,238,130,238_130,43.59492064319715,254898,51.46312199533002,-0.0142847001552038,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11927,238,21,238_21,38.40031597156452,271275,51.46314699947838,-0.0141684040427194,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11734,238,142,238_142,15.925646204516127,256091,51.46300799399626,-0.0139297023415241,True,Lewisham,Alder,A Flowering Plant,Amelanchier,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9606,238,252,238_252,27.215204798189802,272565,51.46290819346913,-0.0133438035845767,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10260,238,247,238_247,24.84380716082054,272559,51.46281079947958,-0.0134344026445318,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11224,238,117,238_117,5.130100933654001,253250,51.46289609372628,-0.0136898010968872,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12371,238,255,238_255,31.87584848659431,272582,51.46316229552039,-0.0140094012021348,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11588,238,244,238_244,8.62527249137179,272556,51.462877400219575,-0.0136475041508207,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10108,238,139,238_139,16.30105364943032,255687,51.46298299729824,-0.0135133042931536,True,Lewisham,Willow,Willow,Salix,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
7818,239,27,239_27,32.7029865253248,273029,51.46309739351288,-0.0133644044398909,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10997,239,7,239_7,12.54529300072528,258480,51.46284359693537,-0.0137785002588338,True,Lewisham,Other,Lawson's Cypress,,1  Mature,Mature(31-80),,,,,20201127,20210218
11928,239,21,239_21,34.4065428062366,271275,51.46314699947838,-0.0141684040427194,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10109,239,139,239_139,18.596386597556958,255687,51.46298299729824,-0.0135133042931536,True,Lewisham,Willow,Willow,Salix,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12114,239,129,239_129,39.964340348400334,254897,51.46308649331328,-0.0143150016665212,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12749,239,164,239_164,45.67535890053014,260202,51.46298959851271,-0.0144344046712041,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,1  Mature,Mature(31-80),,,,,20201127,20210218
7911,239,28,239_28,31.29751741438897,273030,51.46311609447008,-0.013406701385924,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11506,239,223,239_223,25.38718772111365,265677,51.463127300143306,-0.0135358050464763,True,Lewisham,Maple,Norway Maple,Acer platanoides,1  Mature,Mature(31-80),,,,,20201127,20210218
9607,239,252,239_252,30.585157525804632,272565,51.46290819346913,-0.0133438035845767,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9970,239,29,239_29,26.42845135581173,273206,51.46283799409871,-0.0134476050734041,True,Lewisham,Other,Black Mulberry,,Over  Mature,Veteran(over150),,,,,20201127,20210218
12656,239,131,239_131,45.952620655877325,254899,51.46315909922131,-0.0143551006912638,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8229,239,253,239_253,36.10498689416669,272566,51.46315129846337,-0.0133620053528741,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10575,239,245,239_245,21.345069067146383,272557,51.46283949911598,-0.0135339051484677,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11589,239,244,239_244,12.61075226679287,272556,51.462877400219575,-0.0136475041508207,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12466,239,256,239_256,21.4328861788725,272583,51.46308139711631,-0.0140129029750708,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12019,239,22,239_22,40.7975283323199,271276,51.46318409591919,-0.0142388045787794,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12203,239,130,239_130,39.68885944799405,254898,51.46312199533002,-0.0142847001552038,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12819,239,355,239_355,44.94170076993097,277383,51.46301629394297,-0.014418803155382,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
9124,239,202,239_202,24.142164531110097,264773,51.46300869435071,-0.0134402066468953,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
11068,239,25,239_25,4.72407762004765,273027,51.46291519701475,-0.0137610062955844,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12372,239,255,239_255,27.990033434951567,272582,51.46316229552039,-0.0140094012021348,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11225,239,117,239_117,9.073043098422565,253250,51.46289609372628,-0.0136898010968872,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10261,239,247,239_247,28.812493809381934,272559,51.46281079947958,-0.0134344026445318,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9037,239,127,239_127,27.909993779262667,254821,51.46303499490035,-0.0133959054945828,True,Lewisham,Alder,Grey Alder,Alnus incana,1  Mature,Mature(31-80),,,,,20201127,20210218
10193,239,246,239_246,25.21072289329798,272558,51.46282949298621,-0.0134768038987689,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8139,239,126,239_126,32.65046315038418,254813,51.46303369849931,-0.0133239030837962,True,Lewisham,Alder,Grey Alder,Alnus incana,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12294,239,149,239_149,45.159350640445005,258002,51.46333419531594,-0.0135412067174208,True,Lewisham,Willow,Goat Willow,Salix caprea,1  Mature,Mature(31-80),,,,,20201127,20210218
9758,239,348,239_348,31.245691370013706,277368,51.46295289695273,-0.013327501714221,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11735,239,142,239_142,11.99275736486734,256091,51.46300799399626,-0.0139297023415241,True,Lewisham,Alder,A Flowering Plant,Amelanchier,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11657,239,341,239_341,1.7754613936749113,276697,51.46295189857495,-0.0138026028871508,True,Lewisham,Ash,Ash,Fraxinus excelsior,1  Mature,Mature(31-80),,,,,20201127,20210218
12990,239,206,239_206,48.93929553879975,264777,51.46337009966386,-0.0135397017000826,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
12893,239,153,239_153,49.396977026785855,259873,51.46323079615839,-0.0143376067280813,True,Lewisham,Oak,Acorn,Quercus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11146,239,26,239_26,16.589469146225643,273028,51.46301069855695,-0.0135553032159717,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9451,239,250,239_250,26.2974775453439,272563,51.46293609589353,-0.0134002044796416,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9680,239,347,239_347,26.996200419707044,277367,51.46286449581388,-0.0134177058934722,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
9367,239,249,239_249,22.313280339098938,272562,51.462963998317726,-0.0134565010666698,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9531,239,251,239_251,31.827578128914887,272564,51.46283649653206,-0.0133613049984074,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8230,240,253,240_253,37.17559237526409,272566,51.46315129846337,-0.0133620053528741,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11226,240,117,240_117,13.04893281892231,253250,51.46289609372628,-0.0136898010968872,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12020,240,22,240_22,36.80350517758463,271276,51.46318409591919,-0.0142388045787794,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9038,240,127,240_127,30.17299526899324,254821,51.46303499490035,-0.0133959054945828,True,Lewisham,Alder,Grey Alder,Alnus incana,1  Mature,Mature(31-80),,,,,20201127,20210218
10262,240,247,240_247,32.78806383975461,272559,51.46281079947958,-0.0134344026445318,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12373,240,255,240_255,24.140559603638845,272582,51.46316229552039,-0.0140094012021348,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9759,240,348,240_348,34.40990740522388,277368,51.46295289695273,-0.013327501714221,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11736,240,142,240_142,8.122725572922924,256091,51.46300799399626,-0.0139297023415241,True,Lewisham,Alder,A Flowering Plant,Amelanchier,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9681,240,347,240_347,30.81669845336345,277367,51.46286449581388,-0.0134177058934722,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
11658,240,341,240_341,3.3618173485600003,276697,51.46295189857495,-0.0138026028871508,True,Lewisham,Ash,Ash,Fraxinus excelsior,1  Mature,Mature(31-80),,,,,20201127,20210218
9125,240,202,240_202,26.66144810660779,264773,51.46300869435071,-0.0134402066468953,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
11590,240,244,240_244,16.601782145744313,272556,51.462877400219575,-0.0136475041508207,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9608,240,252,240_252,34.090886710769766,272565,51.46290819346913,-0.0133438035845767,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12204,240,130,240_130,35.80288464545992,254898,51.46312199533002,-0.0142847001552038,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11147,240,26,240_26,18.802816877052997,273028,51.46301069855695,-0.0135553032159717,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
7819,240,27,240_27,34.32357769919139,273029,51.46309739351288,-0.0133644044398909,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9971,240,29,240_29,30.365576742002716,273206,51.46283799409871,-0.0134476050734041,True,Lewisham,Other,Black Mulberry,,Over  Mature,Veteran(over150),,,,,20201127,20210218
11929,240,21,240_21,30.41362482633465,271275,51.46314699947838,-0.0141684040427194,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12750,240,164,240_164,42.50154162217639,260202,51.46298959851271,-0.0144344046712041,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,1  Mature,Mature(31-80),,,,,20201127,20210218
12657,240,131,240_131,42.03761758119062,254899,51.46315909922131,-0.0143551006912638,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12467,240,256,240_256,17.435864622780375,272583,51.46308139711631,-0.0140129029750708,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9532,240,251,240_251,35.69071786815805,272564,51.46283649653206,-0.0133613049984074,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11069,240,25,240_25,8.319903779969327,273027,51.46291519701475,-0.0137610062955844,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12894,240,153,240_153,45.40353424189538,259873,51.46323079615839,-0.0143376067280813,True,Lewisham,Oak,Acorn,Quercus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10998,240,7,240_7,15.437972283678423,258480,51.46284359693537,-0.0137785002588338,True,Lewisham,Other,Lawson's Cypress,,1  Mature,Mature(31-80),,,,,20201127,20210218
12295,240,149,240_149,44.00602438033997,258002,51.46333419531594,-0.0135412067174208,True,Lewisham,Willow,Goat Willow,Salix caprea,1  Mature,Mature(31-80),,,,,20201127,20210218
12115,240,129,240_129,36.215419093602804,254897,51.46308649331328,-0.0143150016665212,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10194,240,246,240_246,29.185618916262477,272558,51.46282949298621,-0.0134768038987689,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10576,240,245,240_245,25.33743153841487,272557,51.46283949911598,-0.0135339051484677,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10110,240,139,240_139,21.39810946993527,255687,51.46298299729824,-0.0135133042931536,True,Lewisham,Willow,Willow,Salix,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8140,240,126,240_126,35.0511260298955,254813,51.46303369849931,-0.0133239030837962,True,Lewisham,Alder,Grey Alder,Alnus incana,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12991,240,206,240_206,47.666390695988966,264777,51.46337009966386,-0.0135397017000826,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
7912,240,28,240_28,32.55026083210186,273030,51.46311609447008,-0.013406701385924,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11507,240,223,240_223,25.760769482933895,265677,51.463127300143306,-0.0135358050464763,True,Lewisham,Maple,Norway Maple,Acer platanoides,1  Mature,Mature(31-80),,,,,20201127,20210218
9452,240,250,240_250,29.637670886852653,272563,51.46293609589353,-0.0134002044796416,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12820,240,355,240_355,41.605673989041634,277383,51.46301629394297,-0.014418803155382,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
9368,240,249,240_249,25.39405769761894,272562,51.462963998317726,-0.0134565010666698,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12468,241,256,241_256,13.772911276925681,272583,51.46308139711631,-0.0140129029750708,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9682,241,347,241_347,34.25454041978976,277367,51.46286449581388,-0.0134177058934722,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
12895,241,153,241_153,41.76066117979232,259873,51.46323079615839,-0.0143376067280813,True,Lewisham,Oak,Acorn,Quercus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12116,241,129,241_129,33.003487728343025,254897,51.46308649331328,-0.0143150016665212,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9453,241,250,241_250,32.63177481304854,272563,51.46293609589353,-0.0134002044796416,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12751,241,164,241_164,40.01545189138875,260202,51.46298959851271,-0.0144344046712041,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,1  Mature,Mature(31-80),,,,,20201127,20210218
11508,241,223,241_223,26.214871292331686,265677,51.463127300143306,-0.0135358050464763,True,Lewisham,Maple,Norway Maple,Acer platanoides,1  Mature,Mature(31-80),,,,,20201127,20210218
11148,241,26,241_26,20.999022592649595,273028,51.46301069855695,-0.0135553032159717,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9760,241,348,241_348,37.22315977621084,277368,51.46295289695273,-0.013327501714221,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9972,241,29,241_29,33.93273840108797,273206,51.46283799409871,-0.0134476050734041,True,Lewisham,Other,Black Mulberry,,Over  Mature,Veteran(over150),,,,,20201127,20210218
13057,241,154,241_154,49.54363771059338,259874,51.46327719837432,-0.0144219025969659,True,Lewisham,Oak,Acorn,Quercus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8231,241,253,241_253,38.09807685472836,272566,51.46315129846337,-0.0133620053528741,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12374,241,255,241_255,20.510883151811154,272582,51.46316229552039,-0.0140094012021348,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9039,241,127,241_127,32.22540839616222,254821,51.46303499490035,-0.0133959054945828,True,Lewisham,Alder,Grey Alder,Alnus incana,1  Mature,Mature(31-80),,,,,20201127,20210218
12021,241,22,241_22,33.15953683667293,271276,51.46318409591919,-0.0142388045787794,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11930,241,21,241_21,26.775969727671928,271275,51.46314699947838,-0.0141684040427194,True,Lewisham,Other,Juneberry,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12821,241,355,241_355,38.92488613184664,277383,51.46301629394297,-0.014418803155382,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
9533,241,251,241_251,39.16720575144413,272564,51.46283649653206,-0.0133613049984074,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8141,241,126,241_126,37.18119380049459,254813,51.46303369849931,-0.0133239030837962,True,Lewisham,Alder,Grey Alder,Alnus incana,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9369,241,249,241_249,28.19319472223169,272562,51.462963998317726,-0.0134565010666698,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12658,241,131,241_131,38.56108528779428,254899,51.46315909922131,-0.0143551006912638,True,Lewisham,Birch,Birch,Betula,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10111,241,139,241_139,24.013488290351294,255687,51.46298299729824,-0.0135133042931536,True,Lewisham,Willow,Willow,Salix,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10999,241,7,241_7,18.691585744206336,258480,51.46284359693537,-0.0137785002588338,True,Lewisham,Other,Lawson's Cypress,,1  Mature,Mature(31-80),,,,,20201127,20210218
12296,241,149,241_149,42.81373276162102,258002,51.46333419531594,-0.0135412067174208,True,Lewisham,Willow,Goat Willow,Salix caprea,1  Mature,Mature(31-80),,,,,20201127,20210218
10195,241,246,241_246,32.80499254453797,272558,51.46282949298621,-0.0134768038987689,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
7820,241,27,241_27,35.76791981188837,273029,51.46309739351288,-0.0133644044398909,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9609,241,252,241_252,37.21705407356733,272565,51.46290819346913,-0.0133438035845767,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11070,241,25,241_25,11.958235182564733,273027,51.46291519701475,-0.0137610062955844,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
7913,241,28,241_28,33.68597336491189,273030,51.46311609447008,-0.013406701385924,True,Lewisham,Other,Sweet Gum,,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10577,241,245,241_245,28.99074326516524,272557,51.46283949911598,-0.0135339051484677,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11737,241,142,241_142,4.999278491763258,256091,51.46300799399626,-0.0139297023415241,True,Lewisham,Alder,A Flowering Plant,Amelanchier,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12992,241,206,241_206,46.33960444106993,264777,51.46337009966386,-0.0135397017000826,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
9126,241,202,241_202,28.972990518854992,264773,51.46300869435071,-0.0134402066468953,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
11591,241,244,241_244,20.29036603655288,272556,51.462877400219575,-0.0136475041508207,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
