,Air measurement,Tree number_x,Air-tree ID,Distance to tree,objectid,lat,lon,Tree within d (default: 20m),borough,gla_tree_group,tree_name,taxon_name,age,age_group,spread_m,height_m,diameter_at_breast_height_cm,gdb_geomattr_data,load_date,updated
0,70,81,70_81,9.553334691340755,77820,51.46457389742149,-0.0155894011258687,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,1  Mature,Mature(31-80),13.0,17.7,76.0,,20201127,20210218
1,71,81,71_81,8.386620370330139,77820,51.46457389742149,-0.0155894011258687,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,1  Mature,Mature(31-80),13.0,17.7,76.0,,20201127,20210218
2,72,81,72_81,7.906225232055831,77820,51.46457389742149,-0.0155894011258687,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,1  Mature,Mature(31-80),13.0,17.7,76.0,,20201127,20210218
3,73,99,73_99,9.221244284860314,79483,51.46457129716888,-0.0154311060905328,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,Semi  Mature,Early Mature(16-30),5.4,6.9,16.5,,20201127,20210218
4,74,99,74_99,7.667962246977968,79483,51.46457129716888,-0.0154311060905328,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,Semi  Mature,Early Mature(16-30),5.4,6.9,16.5,,20201127,20210218
5,75,99,75_99,8.96721935497824,79483,51.46457129716888,-0.0154311060905328,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,Semi  Mature,Early Mature(16-30),5.4,6.9,16.5,,20201127,20210218
6,81,71,81_71,9.757166364585368,76451,51.4645668938757,-0.0151722058653419,True,Lewisham,Lime,Large-leaved Lime,Tilia platyphyllos,Semi  Mature,Early Mature(16-30),6.5,8.2,22.0,,20201127,20210218
7,96,275,96_275,9.182848444084257,274594,51.46456099301578,-0.0142942070960621,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
8,97,275,97_275,6.025293229023177,274594,51.46456099301578,-0.0142942070960621,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
9,98,275,98_275,3.8090938319582213,274594,51.46456099301578,-0.0142942070960621,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
10,99,275,99_275,4.441915178323856,274594,51.46456099301578,-0.0142942070960621,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
11,100,275,100_275,6.2344746137967775,274594,51.46456099301578,-0.0142942070960621,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
12,140,419,140_419,6.182716093491513,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
19,140,420,140_420,0.7508441455031288,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
27,142,399,142_399,6.413305230387421,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
20,143,420,143_420,8.688835186330957,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
34,143,400,143_400,6.40025907140119,283178,51.46407609432944,-0.0122133046388326,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
13,143,419,143_419,4.336171283965913,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
21,145,420,145_420,9.09973018911851,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
22,146,420,146_420,6.202891115690556,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
23,147,420,147_420,4.281992627041064,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
14,148,419,148_419,7.345791368015026,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
24,148,420,148_420,0.7374309052355819,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
25,149,420,149_420,3.6851053950555417,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
15,149,419,149_419,3.1974627974543433,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
35,149,400,149_400,9.899271151256151,283178,51.46407609432944,-0.0122133046388326,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
36,150,400,150_400,5.646766551174907,283178,51.46407609432944,-0.0122133046388326,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
16,150,419,150_419,1.9104814642078363,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
26,150,420,150_420,7.98619206238103,643308,51.46418769657613,-0.0122925043105356,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
37,151,400,151_400,2.9647304685394547,283178,51.46407609432944,-0.0122133046388326,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
17,151,419,151_419,6.10620212337931,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
28,152,399,152_399,7.572316953463936,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
38,152,400,152_400,3.6082117210719495,283178,51.46407609432944,-0.0122133046388326,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
18,152,419,152_419,9.162328443882696,643307,51.464135594666,-0.0122415050863818,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
39,153,400,153_400,6.890227828909377,283178,51.46407609432944,-0.0122133046388326,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
29,153,399,153_399,3.478448744323178,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
30,154,399,154_399,0.7080773869656168,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
31,155,399,155_399,2.0524453445858533,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
32,156,399,156_399,5.149911499386619,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
33,157,399,157_399,7.748499985824139,283177,51.46398649364718,-0.0122316032647192,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
40,163,409,163_409,9.315865272707276,641293,51.46368089318274,-0.0121058002114435,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
41,164,409,164_409,9.102598553795152,641293,51.46368089318274,-0.0121058002114435,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
42,165,397,165_397,9.255174535900489,283175,51.46369239687924,-0.0123883038759097,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
48,165,414,165_414,9.91481435673712,641298,51.46362330019485,-0.0121558010578152,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
43,166,397,166_397,9.411277492733443,283175,51.46369239687924,-0.0123883038759097,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
49,166,414,166_414,8.493858398284997,641298,51.46362330019485,-0.0121558010578152,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
51,167,141,167_141,8.098044416114007,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
83,167,412,167_412,9.670881573468751,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
50,168,414,168_414,9.687485913844478,641298,51.46362330019485,-0.0121558010578152,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
44,168,397,168_397,8.569226518837398,283175,51.46369239687924,-0.0123883038759097,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
84,168,412,168_412,9.873572172624225,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
52,169,141,169_141,9.146496664303289,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
85,169,412,169_412,8.930227289375196,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
45,170,397,170_397,7.593097855187171,283175,51.46369239687924,-0.0123883038759097,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
53,170,141,170_141,8.026757283992307,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
46,171,397,171_397,9.16617510706511,283175,51.46369239687924,-0.0123883038759097,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
54,171,141,171_141,7.468520242436054,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
55,172,141,172_141,8.156119397564922,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
86,172,412,172_412,9.70131347462981,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
56,173,141,173_141,8.227279153047464,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
87,173,412,173_412,9.701437537482237,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
88,174,412,174_412,9.247864592765918,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
57,174,141,174_141,8.57213861878715,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
58,175,141,175_141,8.951756666850939,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
89,175,412,175_412,8.819697314681527,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
59,176,141,176_141,8.700250070912036,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
90,176,412,176_412,9.083930839390524,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
91,177,412,177_412,7.590714230089858,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
102,177,413,177_413,9.969372284680075,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
92,178,412,178_412,7.249175935328369,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
103,178,413,178_413,9.633149657177974,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
104,179,413,179_413,9.299674021070619,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
93,179,412,179_412,6.910813019630044,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
94,180,412,180_412,6.576115654304988,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
105,180,413,180_413,8.96925178124608,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
95,181,412,181_412,6.776545836761535,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
106,181,413,181_413,9.684062498826115,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
96,182,412,182_412,7.056770760920602,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
60,183,141,183_141,9.543799580324603,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
97,183,412,183_412,8.227578795612782,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
98,184,412,184_412,9.493511397503099,641296,51.46357470005748,-0.0122040063142149,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
61,184,141,184_141,8.32941179985602,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
62,185,141,185_141,7.225838786440979,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
63,186,141,186_141,8.170822847874113,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
116,186,392,186_392,9.823075170726012,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
64,187,141,187_141,8.321185877043005,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
117,187,392,187_392,7.941925536973826,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
132,188,387,188_387,9.668376758998892,279044,51.46345849335192,-0.0123841017484402,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
65,188,141,188_141,9.019381406889979,255705,51.46362139284617,-0.0124490037559999,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
118,188,392,188_392,6.2676053128074365,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
133,189,387,189_387,9.038345455412843,279044,51.46345849335192,-0.0123841017484402,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
119,189,392,189_392,5.0118754919554,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
120,190,392,190_392,2.3455647294120454,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
121,191,392,191_392,3.825003441064792,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
122,192,392,192_392,8.222358193044386,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
139,194,390,194_390,5.4713690201260015,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
158,196,384,196_384,9.966576717453608,279041,51.46302229911086,-0.0126478001474304,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
152,196,316,196_316,2.0256417160285105,274640,51.46302519738682,-0.0128204002976581,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
146,196,315,196_315,9.169191052753018,274639,51.46295379847306,-0.0128523036836686,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
161,196,388,196_388,8.813519881027602,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
168,197,389,197_389,2.5239722605548627,279046,51.46318549662838,-0.0127271041273707,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
174,198,391,198_391,5.230958880493703,279048,51.46335479617132,-0.0126333013176948,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
140,199,390,199_390,8.463480789032936,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
175,199,391,199_391,4.720507229538609,279048,51.46335479617132,-0.0126333013176948,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
176,200,391,200_391,5.40430027466435,279048,51.46335479617132,-0.0126333013176948,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
141,200,390,200_390,6.548294758818618,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
142,201,390,201_390,5.1120286168187645,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
177,201,391,201_391,6.9377770970649975,279048,51.46335479617132,-0.0126333013176948,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
178,202,391,202_391,8.891684803451092,279048,51.46335479617132,-0.0126333013176948,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
143,202,390,202_390,4.624773013788697,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
144,203,390,203_390,5.352310918508109,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
169,204,389,204_389,7.444209144790046,279046,51.46318549662838,-0.0127271041273707,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
145,204,390,204_390,7.434529928514503,279047,51.46329239755881,-0.0126648023724536,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
170,205,389,205_389,4.489929781436758,279046,51.46318549662838,-0.0127271041273707,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
171,206,389,206_389,2.399409476081771,279046,51.46318549662838,-0.0127271041273707,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
162,206,388,206_388,9.603414309646947,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
172,207,389,207_389,3.658115943587193,279046,51.46318549662838,-0.0127271041273707,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
163,207,388,207_388,6.2897875353977,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
173,208,389,208_389,6.959281892420757,279046,51.46318549662838,-0.0127271041273707,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
164,208,388,208_388,2.672172320148659,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
153,209,316,209_316,7.948573248119019,274640,51.46302519738682,-0.0128204002976581,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
165,209,388,209_388,1.871050511707595,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
154,210,316,210_316,5.133028566928935,274640,51.46302519738682,-0.0128204002976581,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
166,210,388,210_388,5.001424045396817,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
159,210,384,210_384,9.634540366903453,279041,51.46302229911086,-0.0126478001474304,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
155,211,316,211_316,2.211040843036369,274640,51.46302519738682,-0.0128204002976581,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
147,211,315,211_315,8.86229413554,274639,51.46295379847306,-0.0128523036836686,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
167,211,388,211_388,9.235000582030493,279045,51.46310529857881,-0.0127738043665327,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
160,211,384,211_384,9.774973659336023,279041,51.46302229911086,-0.0126478001474304,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
148,212,315,212_315,4.80932200222807,274639,51.46295379847306,-0.0128523036836686,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
156,212,316,212_316,4.563911214488525,274640,51.46302519738682,-0.0128204002976581,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
149,213,315,213_315,1.957366070962176,274639,51.46295379847306,-0.0128523036836686,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
157,213,316,213_316,7.859261338165715,274640,51.46302519738682,-0.0128204002976581,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
150,214,315,214_315,3.384209061066421,274639,51.46295379847306,-0.0128523036836686,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
151,215,315,215_315,7.007275248094267,274639,51.46295379847306,-0.0128523036836686,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
179,215,216,215_216,9.439680904745078,265189,51.4628352969886,-0.012756705284121,True,Lewisham,Maple,Maple,Acer,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
180,216,216,216_216,8.611035040921731,265189,51.4628352969886,-0.012756705284121,True,Lewisham,Maple,Maple,Acer,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
181,217,216,217_216,9.408408154763185,265189,51.4628352969886,-0.012756705284121,True,Lewisham,Maple,Maple,Acer,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
183,218,215,218_215,9.040663418586428,265188,51.46274609863768,-0.0128038004040203,True,Lewisham,Maple,Maple,Acer,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
186,220,29,220_29,6.584271575488657,273206,51.46283799409871,-0.0134476050734041,True,Lewisham,Other,Black Mulberry,,Over  Mature,Veteran(over150),,,,,20201127,20210218
201,220,246,220_246,6.723921374669495,272558,51.46282949298621,-0.0134768038987689,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
241,220,347,220_347,9.17860523280662,277367,51.46286449581388,-0.0134177058934722,True,Lewisham,Lime,Linden,Tilia,1  Mature,Mature(31-80),,,,,20201127,20210218
215,220,247,220_247,3.425634080145635,272559,51.46281079947958,-0.0134344026445318,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
227,220,251,220_251,7.180602731768112,272564,51.46283649653206,-0.0133613049984074,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
265,222,117,222_117,1.8317900540161458,253250,51.46289609372628,-0.0136898010968872,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
278,222,244,222_244,4.461493968525484,272556,51.462877400219575,-0.0136475041508207,True,Lewisham,Cherry,Flowering Cherry,Prunus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
