,Air measurement,Tree number_x,Air-tree ID,Distance_to_tree,objectid,lat,lon,Tree_within_d_(default: 20m),borough,gla_tree_group,tree_name,taxon_name,age,age_group,spread_m,height_m,diameter_at_breast_height_cm,gdb_geomattr_data,load_date,updated
18,9,2380,9_2380,8.459695603161792,663365,51.51400299370292,-0.1179198026656901,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
5,9,2379,9_2379,3.0028683119077777,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
6,10,2379,10_2379,1.011632203706901,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
19,10,2380,10_2380,10.80980921616016,663365,51.51400299370292,-0.1179198026656901,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
20,11,2380,11_2380,13.306072555698277,663365,51.51400299370292,-0.1179198026656901,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
7,11,2379,11_2379,2.8184473233464833,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
21,12,2380,12_2380,15.879710833789144,663365,51.51400299370292,-0.1179198026656901,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
8,12,2379,12_2379,5.4569173169274725,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
9,13,2379,13_2379,8.156365322924374,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
22,13,2380,13_2380,18.49845709462073,663365,51.51400299370292,-0.1179198026656901,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
10,14,2379,14_2379,12.000577552135873,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
82,14,2378,14_2378,18.75728093035078,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
83,15,2378,15_2378,15.541608256473815,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
11,15,2379,15_2379,15.375172370033265,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
84,16,2378,16_2378,12.42281651217919,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
12,16,2379,16_2379,18.75784543671609,663364,51.514090299606416,-0.1179767027497296,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
101,17,2390,17_2390,18.853800497303066,663376,51.51423039287338,-0.118417702615258,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
85,17,2378,17_2378,9.496837539174436,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
102,18,2390,18_2390,17.472320976047154,663376,51.51423039287338,-0.118417702615258,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
86,18,2378,18_2378,7.334795194952877,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
56,18,2377,18_2377,17.673849745159387,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
57,19,2377,19_2377,15.839066161297152,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
103,19,2390,19_2390,15.279756024537742,663376,51.51423039287338,-0.118417702615258,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
87,19,2378,19_2378,7.326045385930046,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
58,20,2377,20_2377,13.864582817406495,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
104,20,2390,20_2390,18.544582339014504,663376,51.51423039287338,-0.118417702615258,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
88,20,2378,20_2378,4.0509216032002175,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
59,21,2377,21_2377,7.159875558161239,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
24,21,2376,21_2376,15.704689342657081,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
89,21,2378,21_2378,5.9360953058868695,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
25,22,2376,22_2376,11.500483827037602,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
90,22,2378,22_2378,9.212076926851838,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
60,22,2377,22_2377,3.080434738717126,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
61,23,2377,23_2377,0.8909534140826537,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
130,23,2375,23_2375,18.27429235835442,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
26,23,2376,23_2376,8.496621194560948,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
91,23,2378,23_2378,11.869447045297571,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
92,24,2378,24_2378,15.105543579601022,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
27,24,2376,24_2376,6.587581637021465,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
131,24,2375,24_2375,15.715902660291867,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
62,24,2377,24_2377,4.83433081704376,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
63,25,2377,25_2377,7.109862732597324,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
132,25,2375,25_2375,11.717310861740124,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
28,25,2376,25_2376,2.004582478851817,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
93,25,2378,25_2378,18.41351195120692,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
133,26,2375,26_2375,8.43611020269159,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
64,26,2377,26_2377,11.013464879200273,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
196,26,2391,26_2391,19.832995945703463,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
29,26,2376,26_2376,2.864840072103605,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
165,26,2374,26_2374,16.732955422467057,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
134,27,2375,27_2375,6.542231161131987,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
166,27,2374,27_2374,3.9600157613437976,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
232,27,2373,27_2373,12.16288114266998,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
30,27,2376,27_2376,16.049904764851384,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
31,28,2376,28_2376,15.23483447568226,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
135,28,2375,28_2375,12.631356236991952,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
167,28,2374,28_2374,15.462970731069323,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
197,28,2391,28_2391,14.843801759605194,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
254,28,2392,28_2392,9.532611383171659,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
168,29,2374,29_2374,14.652427433300637,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
136,29,2375,29_2375,12.462923905869449,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
32,29,2376,29_2376,15.850650471097863,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
255,29,2392,29_2392,9.667761026295617,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
198,29,2391,29_2391,15.873269879630115,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
199,30,2391,30_2391,17.428081419301964,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
169,30,2374,30_2374,12.911198085872824,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
233,30,2373,30_2373,19.921627887509153,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
137,30,2375,30_2375,10.87092946760353,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
256,30,2392,30_2392,11.355740288649017,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
33,30,2376,30_2376,15.121704913873412,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
170,31,2374,31_2374,11.181680614212427,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
257,31,2392,31_2392,13.067731250541271,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
34,31,2376,31_2376,14.574441900917318,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
138,31,2375,31_2375,9.346405237158674,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
200,31,2391,31_2391,19.022115772214843,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
234,31,2373,31_2373,18.48006877049077,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
171,32,2374,32_2374,6.85480740010201,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
35,32,2376,32_2376,14.678017764384625,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
235,32,2373,32_2373,14.85114502324777,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
258,32,2392,32_2392,17.21036943070093,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
139,32,2375,32_2375,6.69148618897211,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
140,33,2375,33_2375,6.372600325609337,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
36,33,2376,33_2376,16.027708991338365,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
172,33,2374,33_2374,2.7129488808659485,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
236,33,2373,33_2373,11.747907540093475,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
173,34,2374,34_2374,1.9397302448691662,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
141,34,2375,34_2375,7.473342200217299,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
37,34,2376,34_2376,17.246707593392998,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
237,34,2373,34_2373,10.517918394346264,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
174,35,2374,35_2374,1.4901439283278985,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
142,35,2375,35_2375,9.33701711785846,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
238,35,2373,35_2373,8.585622472942608,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
38,35,2376,35_2376,19.136401908113942,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
239,36,2373,36_2373,8.55596677510347,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
143,36,2375,36_2375,10.773143640357809,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
175,36,2374,36_2374,4.304859529708068,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
39,37,2376,37_2376,18.517205225431464,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
144,37,2375,37_2375,9.09504199697984,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
240,37,2373,37_2373,10.336383376996784,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
176,37,2374,37_2374,4.17111789341905,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
241,38,2373,38_2373,12.148857254393944,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
40,38,2376,38_2376,16.729366465084436,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
177,38,2374,38_2374,4.835523698601694,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
145,38,2375,38_2375,7.516422560140491,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
242,39,2373,39_2373,15.228794686208039,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
146,39,2375,39_2375,4.016205157415578,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
178,39,2374,39_2374,6.4921380100570705,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
41,39,2376,39_2376,13.040813927815243,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
147,40,2375,40_2375,1.5660083020230562,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
243,40,2373,40_2373,17.759251754195198,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
65,40,2377,40_2377,19.006026068871943,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
179,40,2374,40_2374,8.622713572348353,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
42,40,2376,40_2376,10.102344451180477,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
244,41,2373,41_2373,19.59017302993184,663358,51.51473779976372,-0.1184286028145688,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
180,41,2374,41_2374,10.32147357789237,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
43,41,2376,41_2376,8.0274529987966,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
66,41,2377,41_2377,17.021030880889082,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
148,41,2375,41_2375,1.8005013392204103,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
149,42,2375,42_2375,4.812377111323595,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
259,42,2392,42_2392,19.45128146835103,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
181,42,2374,42_2374,12.595175996159137,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
67,42,2377,42_2377,15.29639027840758,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
44,42,2376,42_2376,6.622543701309064,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
45,43,2376,43_2376,6.801068331599562,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
68,43,2377,43_2377,14.334149579626159,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
182,43,2374,43_2374,14.999967487664303,663359,51.51466059684751,-0.1183784008025713,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
260,43,2392,43_2392,17.39398860759461,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
201,43,2391,43_2391,17.730339065770607,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
150,43,2375,43_2375,7.828636426741538,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
69,44,2377,44_2377,10.926826342368948,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
46,44,2376,44_2376,7.2101915555528215,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
261,44,2392,44_2392,18.015426470045238,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
202,44,2391,44_2391,14.547160564029427,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
151,44,2375,44_2375,12.986138015256198,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
94,45,2378,45_2378,18.9361164369247,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
47,45,2376,45_2376,8.75169564703931,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
152,45,2375,45_2375,15.565485981403961,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
262,45,2392,45_2392,18.858719501483915,663378,51.51451059430842,-0.1186166033148924,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
203,45,2391,45_2391,13.511122228131367,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
70,45,2377,45_2377,9.986013918095157,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
95,46,2378,46_2378,15.686740865906001,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
204,46,2391,46_2391,13.409399248314935,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
48,46,2376,46_2376,12.067715046970951,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
153,46,2375,46_2375,19.99648929122969,663360,51.51459139585505,-0.1183250024914677,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
71,46,2377,46_2377,9.401598730240128,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
49,47,2376,47_2376,14.82378324264589,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
72,47,2377,47_2377,9.980158150950414,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
205,47,2391,47_2391,14.788838918241938,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
96,47,2378,47_2378,13.345941446687045,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
105,47,2390,47_2390,17.855315192226012,663376,51.51423039287338,-0.118417702615258,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
106,48,2390,48_2390,17.631685193463397,663376,51.51423039287338,-0.118417702615258,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
206,48,2391,48_2391,17.70660284009748,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
50,48,2376,48_2376,15.68375575090676,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
97,48,2378,48_2378,10.382334613576731,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
73,48,2377,48_2377,9.114206705174215,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
207,49,2391,49_2391,19.39905897411307,663377,51.51441049575816,-0.1185429021715558,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
98,49,2378,49_2378,9.527305464347382,663363,51.51434309780607,-0.1181522011755807,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
74,49,2377,49_2377,12.083255190153501,663362,51.5144358947873,-0.1182190030813163,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
51,49,2376,49_2376,19.29847063183002,663361,51.51450959593065,-0.1182722002267607,True,Westminster,Plane,Plane,Platanus,,Unknown,,,,,20180214,20210218
