,time,pm_1,pm_25,pm_10,pm_4,temperature,humidity,pressure,temperature2,latitude,longitude,elevation
0,2024-05-27 11:49:09,4.07,5.88,6.98,4.71,17.0,53.0,1013.3,17.3,,,
1,2024-05-27 11:49:11,4.03,5.6,7.14,4.66,17.0,52.0,1013.4,17.3,,,
2,2024-05-27 11:49:14,3.85,5.7,7.01,4.45,17.0,46.0,1013.4,17.3,,,
3,2024-05-27 11:49:16,3.65,5.1,6.65,4.21,17.0,45.0,1013.4,17.3,,,
4,2024-05-27 11:49:19,3.39,5.05,6.26,3.9,17.0,46.0,1013.5,17.3,,,
5,2024-05-27 11:49:21,2.99,4.45,5.66,3.43,17.0,45.0,1013.5,17.3,,,
6,2024-05-27 11:49:23,2.76,4.15,5.57,3.17,,,,,,,
7,2024-05-27 11:49:26,2.44,4.12,5.13,2.79,17.0,45.0,1013.4,17.3,,,
8,2024-05-27 11:49:28,2.24,3.56,4.83,2.56,,,,,,,
9,2024-05-27 11:49:31,2.04,3.55,4.58,2.34,17.0,44.0,1013.4,17.4,,,
10,2024-05-27 11:49:33,1.76,3.3,4.47,2.01,17.0,43.0,1013.4,17.4,,,
11,2024-05-27 11:49:35,1.59,2.98,3.95,1.82,17.0,43.0,1013.5,17.4,,,
12,2024-05-27 11:49:38,1.35,2.65,3.82,1.55,17.0,42.0,1013.5,17.4,,,
13,2024-05-27 11:49:40,1.21,2.54,3.54,1.39,17.0,43.0,1013.5,17.4,,,
14,2024-05-27 11:49:43,1.09,2.58,3.43,1.25,,,,,,,
15,2024-05-27 11:49:45,1.0,2.5,3.17,1.09,17.0,42.0,1013.5,17.4,,,
16,2024-05-27 11:49:48,1.0,2.07,3.18,1.03,,,,,,,
17,2024-05-27 11:49:50,1.0,2.29,3.28,1.0,17.0,42.0,1013.6,17.4,,,
18,2024-05-27 11:49:52,1.0,1.85,3.27,1.0,17.0,42.0,1013.5,17.4,,,
19,2024-05-27 11:49:55,1.0,2.01,2.87,1.0,17.0,42.0,1013.7,17.4,,,
20,2024-05-27 11:49:57,1.0,1.97,2.83,1.0,17.0,43.0,1013.6,17.4,,,
21,2024-05-27 11:49:59,1.0,2.2,3.09,1.0,,,,,,,
22,2024-05-27 11:50:02,1.0,1.87,3.29,1.0,17.0,43.0,1013.7,17.4,,,
23,2024-05-27 11:50:04,1.0,1.82,3.23,1.0,17.0,43.0,1013.6,17.4,,,
